ItemName_TH= {
    ItemName_Base.Hat_Fedora = "หมวกฟีดอราสีเข้ม",
    ItemName_Base.Hat_Fedora_Delmonte = "หมวกฟีดอรา",
    ItemName_Base.Hat_Fireman = "หมวกเจ้าหน้าที่ดับเพลิง",
    ItemName_Base.Hat_FootballHelmet = "หมวกอเมริกันฟุตบอล",
    ItemName_Base.Hat_FurryEars = "หูแมว",
    ItemName_Base.Hat_GasMask = "หน้ากากป้องกันแก๊ส",
    ItemName_Base.Hat_GoldStar = "ที่คาดผมดาว",
    ItemName_Base.Hat_GolfHat = "หมวกกอล์ฟลายสกอต",
    ItemName_Base.Hat_GolfHatTINT = "หมวกกอล์ฟ",
    ItemName_Base.Hat_HardHat = "หมวกนิรภัย",
    ItemName_Base.Hat_HardHat_Miner = "หมวกทำเหมือง",
    ItemName_Base.Hat_HockeyHelmet = "หมวกฮอกกี้",
    ItemName_Base.Hat_HockeyMask = "หน้ากากฮอกกี้",
    ItemName_Base.Hat_Jay = "หมวกร้านไก่ทอด",
    ItemName_Base.Hat_JockeyHelmet01 = "หมวกนักขี่ม้า - 1",
    ItemName_Base.Hat_JockeyHelmet02 = "หมวกนักขี่ม้า - 2",
    ItemName_Base.Hat_JockeyHelmet03 = "หมวกนักขี่ม้า - 3",
    ItemName_Base.Hat_JockeyHelmet04 = "หมวกนักขี่ม้า - 4",
    ItemName_Base.Hat_JockeyHelmet05 = "หมวกนักขี่ม้า - 5",
    ItemName_Base.Hat_JockeyHelmet06 = "หมวกนักขี่ม้า - 6",
    ItemName_Base.Hat_JokeArrow = "ที่คาดผมลูกศร",
    ItemName_Base.Hat_JokeKnife = "ที่คาดผมมีด",
    ItemName_Base.Hat_NBCmask = "หน้ากากป้องกันรังสี",
    ItemName_Base.Hat_NewspaperHat = "หมวกหนังสือพิมพ์",
    ItemName_Base.Hat_PartyHat_Stars = "หมวกปาร์ตี้ดาว",
    ItemName_Base.Hat_PartyHat_TINT = "หมวกปาร์ตี้สีสัน",
    ItemName_Base.Hat_PeakedCapArmy = "หมวกหม้อตาลทหาร",
    ItemName_Base.Hat_Police = "หมวกตำรวจรัฐ",
    ItemName_Base.Hat_Police_Grey = "หมวกตำรวจ",
    ItemName_Base.Hat_Raccoon = "หมวกแร็คคูน",
    ItemName_Base.Hat_Ranger = "หมวกเจ้าหน้าที่ป่าไม้",
    ItemName_Base.Hat_RidingHelmet = "หมวกขี่ม้า",
    ItemName_Base.Hat_RiotHelmet = "หมวกกันน็อกตำรวจ ปราบจราจล",
    ItemName_Base.Hat_SPHhelmet = "หมวกชุดนักบิน",
    ItemName_Base.Hat_SantaHat = "หมวกซานต้า",
    ItemName_Base.Hat_SantaHatGreen = "หมวกซานต้าสีเขียว",
    ItemName_Base.Hat_ShowerCap = "หมวกอาบน้ำ",
    ItemName_Base.Hat_Spiffo = "หมวกสปิฟโฟ",
    ItemName_Base.Hat_SummerHat = "หมวกฟาง",
    ItemName_Base.Hat_SurgicalCap_Blue = "หมวกแพทย์",
    ItemName_Base.Hat_SurgicalCap_Green = "หมวกแพทย์",
    ItemName_Base.Hat_SurgicalMask_Blue = "หน้ากากแพทย์",
    ItemName_Base.Hat_SurgicalMask_Green = "หน้ากากแพทย์",
    ItemName_Base.Hat_Sweatband = "ที่คาดผมกันเหงื่อ",
    ItemName_Base.Hat_TinFoilHat = "หมวกกระดาษฟอยล์",
    ItemName_Base.Hat_VisorBlack = "หมวกบังแดด",
    ItemName_Base.Hat_VisorRed = "หมวกบังแดด",
    ItemName_Base.Hat_Visor_WhiteTINT = "หมวกบังแดด",
    ItemName_Base.Hat_WeddingVeil = "หมวกคลุมแต่งงาน",
    ItemName_Base.Hat_WinterHat = "หมวกกันหิมะ",
    ItemName_Base.Hat_WoolyHat = "หมวกขนแกะ",
    ItemName_Base.HazmatSuit = "ชุดป้องกันสารเคมี",
    ItemName_Base.Headphones = "หูฟังใหญ่",
    ItemName_Base.HerbalistMag = "นิตยสารสมุนไพร",
    ItemName_Base.HiHis = "โรลเค้กช็อกโกแลต (ไฮไฮส์)",
    ItemName_Base.Hinge = "บานพับประตู",
    ItemName_Base.HockeyStick = "ไม้ฮอกกี้",
    ItemName_Base.HolePuncher = "เครื่องเจาะรู",
    ItemName_Base.HollyBerry = "ฮอลลี่ เบอร์รี",
    ItemName_Base.HolsterDouble = "ซองปืนคู่",
    ItemName_Base.HolsterSimple = "ซองปืน",
    ItemName_Base.HomeAlarm = "อุปกรณ์กันขโมย",
    ItemName_Base.Honey = "น้ำผึ้ง",
    ItemName_Base.HoodieDOWN_WhiteTINT = "เสื้อคลุมหัว",
    ItemName_Base.HoodieUP_WhiteTINT = "เสื้อคลุมหัว",
    ItemName_Base.HospitalGown = "ชุดโรงพยาบาล",
    ItemName_Base.Hotdog = "ฮอทด็อก",
    ItemName_Base.HotDrink = "เครื่องดื่มร้อน",
    ItemName_Base.HotDrinkRed = "เครื่องดื่มร้อน",
    ItemName_Base.HotDrinkSpiffo = "เครื่องดื่มร้อน",
    ItemName_Base.HotDrinkTea = "ชาร้อน",
    ItemName_Base.HotDrinkWhite = "เครื่องดื่มร้อน",
    ItemName_Base.Hotsauce = "ซอสพริก",
    ItemName_Base.HottieZ = "หนังสือโป๊",
    ItemName_Base.HuntingKnife = "มีดล่าสัตว์",
    ItemName_Base.HuntingMag1 = "นิตยสารล่าสัตว์ เล่มที่ 1",
    ItemName_Base.HuntingMag2 = "นิตยสารล่าสัตว์ เล่มที่ 2",
    ItemName_Base.HuntingMag3 = "นิตยสารล่าสัตว์ เล่มที่ 3",
    ItemName_Base.HuntingRifle = "ปืนยาว MSR788",
    ItemName_Base.IceHockeyStick = "ไม้ฮอกกี้น้ำแข็ง",
    ItemName_Base.IcePick = "เหล็กหมาด",
    ItemName_Base.Icecream = "ไอศกรีม",
    ItemName_Base.IcecreamMelted = "ไอศกรีม (ละลาย)",
    ItemName_Base.Icing = "วิปครีม",
    ItemName_Base.IronIngot = "เหล็ก",
    ItemName_Base.IronSight = "ศูนย์เล็งเหล็ก",
    ItemName_Base.Jack = "แม่แรง",
    ItemName_Base.JacketLong_Doctor = "ชุดแพทย์",
    ItemName_Base.JacketLong_Random = "เสื้อคลุมหนัง",
    ItemName_Base.JacketLong_Santa = "เสื้อซานต้า",
    ItemName_Base.JacketLong_SantaGreen = "เสื้อซานต้าสีเขียว",
    ItemName_Base.Jacket_ArmyCamoDesert = "เสื้อคลุมทหาร ลายพรางทะเลทราย",
    ItemName_Base.Jacket_ArmyCamoGreen = "เสื้อคลุมทหาร ลายพราง",
    ItemName_Base.Jacket_Black = "เสื้อคลุมหนัง",
    ItemName_Base.Jacket_Chef = "เสื้อกุ๊ก",
    ItemName_Base.Jacket_CoatArmy = "เสื้อทหาร",
    ItemName_Base.Jacket_Fireman = "เสื้อเจ้าหน้าที่ดับเพลิง",
    ItemName_Base.Jacket_LeatherBarrelDogs = "เสื้อคลุมหนังบาร์เรลด็อก",
    ItemName_Base.Jacket_LeatherIronRodent = "เสื้อคลุมหนังไออ้อนโรเด้นต์",
    ItemName_Base.Jacket_LeatherWildRacoons = "เสื้อคลุมหนังไวลด์แร็กคูน",
    ItemName_Base.Jacket_NavyBlue = "เสื้อคลุม",
    ItemName_Base.Jacket_Padded = "เสื้อกันหนาว",
    ItemName_Base.Jacket_PaddedDOWN = "เสื้อกันหนาว",
    ItemName_Base.Jacket_Police = "เสื้อคลุมตำรวจ",
    ItemName_Base.Jacket_Ranger = "เสื้อคลุมเจ้าหน้าที่ป่าไม้",
    ItemName_Base.Jacket_Shellsuit_Black = "ชุดออกกำลังกาย",
    ItemName_Base.Jacket_Shellsuit_Blue = "ชุดออกกำลังกาย",
    ItemName_Base.Jacket_Shellsuit_Green = "ชุดออกกำลังกาย",
    ItemName_Base.Jacket_Shellsuit_Pink = "ชุดออกกำลังกาย",
    ItemName_Base.Jacket_Shellsuit_TINT = "ชุดออกกำลังกาย",
    ItemName_Base.Jacket_Shellsuit_Teal = "ชุดออกกำลังกาย",
    ItemName_Base.Jacket_Varsity = "เสื้อแจ็คเก็ตไฮสคูล",
    ItemName_Base.Jacket_WhiteTINT = "เสื้อคลุม",
    ItemName_Base.JacquesBeaver = "ตุ๊กตาเจ้าบีเวอร์ฌาคส์",
    ItemName_Base.JamFruit = "แยมผลไม้",
    ItemName_Base.JamMarmalade = "แยมส้ม",
    ItemName_Base.JamesPic = "รูปภาพของเจมส์ การ์เซีย",
    ItemName_Base.JarLid = "ฝาปิดโหลแก้ว",
    ItemName_Base.JellyBeans = "เจลลี่บีน",
    ItemName_Base.Journal = "บันทึก",
    ItemName_Base.JuiceBox = "น้ำผลไม้",
    ItemName_Base.Jujubes = "เยลลี่ผลไม้",
    ItemName_Base.Jumper_DiamondPatternTINT = "เสื้อขนสัตว์มีลาย",
    ItemName_Base.Jumper_PoloNeck = "เสื้อขนสัตว์คอเต่า",
    ItemName_Base.Jumper_RoundNeck = "เสื้อขนสัตว์คอกลม",
    ItemName_Base.Jumper_TankTopDiamondTINT = "เสื้อกั๊กขนสัตว์มีลาย",
    ItemName_Base.Jumper_TankTopTINT = "เสื้อขนสัตว์คอวีแขนกุด",
    ItemName_Base.Jumper_VNeck = "เสื้อขนสัตว์คอวี",
    ItemName_Base.Katana = "คาตานะ",
    ItemName_Base.KatePic = "รูปถ่ายของเคต",
    ItemName_Base.Ketchup = "ซอสมะเขือเทศ",
    ItemName_Base.Kettle = "กาต้มน้ำ",
    ItemName_Base.Key1 = "กุญแจ",
    ItemName_Base.Key2 = "กุญแจ",
    ItemName_Base.Key3 = "กุญแจ",
    ItemName_Base.Key4 = "กุญแจ",
    ItemName_Base.Key5 = "กุญแจ",
    ItemName_Base.KeyPadlock = "กุญแจ",
    ItemName_Base.KeyRing = "พวงกุญแจ",
    ItemName_Base.Keytar = "คีย์บอร์ดแบบสะพาย",
    ItemName_Base.KitchenKnife = "มีดทำครัว",
    ItemName_Base.KitchenTongs = "ที่คีบอาหาร",
    ItemName_Base.KnittingNeedles = "ไม้นิตติ้ง",
    ItemName_Base.LaCrosseStick = "ไม้ลาครอส",
    ItemName_Base.Lamp = "โคมไฟ",
    ItemName_Base.Lard = "มันหมู",
    ItemName_Base.Laser = "ลำแสงเลเซอร์",
    ItemName_Base.LeadPipe = "ท่อโลหะ",
    ItemName_Base.LeafRake = "คราดใบไม้",
    ItemName_Base.Leash = "เชือกจูงสุนัข",
    ItemName_Base.LeatherStrips = "เศษหนัง",
    ItemName_Base.LeatherStripsDirty = "เศษหนังสกปรก",
    ItemName_Base.Leek = "ต้นหอม",
    ItemName_Base.Lemon = "มะนาว",
    ItemName_Base.LemonGrass = "ตะไคร้",
    ItemName_Base.LetterOpener = "มีดเปิดซองจดหมาย",
    ItemName_Base.Lettuce = "ผักสลัด",
    ItemName_Base.LicoriceBlack = "ชะเอมดำ",
    ItemName_Base.LicoriceRed = "ชะเอมแดง",
    ItemName_Base.LightBulb = "หลอดไฟ",
    ItemName_Base.LightBulbBlue = "หลอดไฟ (สีน้ำเงิน)",
    ItemName_Base.LightBulbCyan = "หลอดไฟ (สีฟ้าอมเขียว)",
    ItemName_Base.LightBulbGreen = "หลอดไฟ (สีเขียว)",
    ItemName_Base.LightBulbMagenta = "หลอดไฟ (สีแดงอมม่วง)",
    ItemName_Base.LightBulbOrange = "หลอดไฟ (สีส้ม)",
    ItemName_Base.LightBulbPink = "หลอดไฟ (สีชมพู)",
    ItemName_Base.LightBulbPurple = "หลอดไฟ (สีม่วง)",
    ItemName_Base.LightBulbRed = "หลอดไฟ (สีแดง)",
    ItemName_Base.LightBulbYellow = "หลอดไฟ (สีเหลือง)",
    ItemName_Base.Lighter = "ไฟแช็ก",
    ItemName_Base.Lime = "มะนาว",
    ItemName_Base.Lipstick = "ลิปสติก",
    ItemName_Base.Lobster = "กุ้งมังกร",
    ItemName_Base.Locket = "สร้อยคอ",
    ItemName_Base.Log = "ไม้ซุง",
    ItemName_Base.LogStacks2 = "ไม้ซุงสองท่อน",
    ItemName_Base.LogStacks3 = "ไม้ซุงสามท่อน",
    ItemName_Base.LogStacks4 = "ไม้ซุงสี่ท่อน",
    ItemName_Base.Lollipop = "อมยิ้ม",
    ItemName_Base.LongCoat_Bathrobe = "ชุดคลุมอาบน้ำ",
    ItemName_Base.LongJohns = "ชุดชั้นในกันหนาว",
    ItemName_Base.LongJohns_Bottoms = "กางเกงชั้นในกันหนาว",
    ItemName_Base.LouisvilleMap1 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap2 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap3 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap4 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap5 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap6 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap7 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap8 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LouisvilleMap9 = "แผนที่ลุยส์วิลล์",
    ItemName_Base.LugWrench = "ประแจไขว้",
    ItemName_Base.Lunchbag = "กระเป๋าใส่กล่องข้าว",
    ItemName_Base.Lunchbox = "กล่องข้าวอาหารกลางวัน",
    ItemName_Base.Lunchbox2 = "กล่องข้าวอาหารกลางวัน",
    ItemName_Base.M14Clip = "แมกกาซีนปืน M14",
    ItemName_Base.Macandcheese = "มักกะโรนีอบชีส",
    ItemName_Base.Machete = "มีดเดินป่า",
    ItemName_Base.Magazine = "นิตยสาร",
    ItemName_Base.MagazineCrossword1 = "นิตยสารปริศนาอักษรไขว้",
    ItemName_Base.MagazineCrossword2 = "นิตยสารปริศนาอักษรไขว้",
    ItemName_Base.MagazineCrossword3 = "นิตยสารปริศนาอักษรไขว้",
    ItemName_Base.MagazineWordsearch1 = "นิตยสารเกมค้นหาคำศัพท์",
    ItemName_Base.MagazineWordsearch2 = "นิตยสารเกมค้นหาคำศัพท์",
    ItemName_Base.MagazineWordsearch3 = "นิตยสารเกมค้นหาคำศัพท์",
    ItemName_Base.Maggots = "หนอนแมลงวัน",
    ItemName_Base.MaggotsZombie = "หนอนแมลงวัน",
    ItemName_Base.MakeUp_GreenCamo = "ลายพรางเขียว",
    ItemName_Base.MakeupEyeshadow = "เครื่องสำอาง",
    ItemName_Base.MakeupFoundation = "รองพื้น",
    ItemName_Base.Maki = "มากิ",
    ItemName_Base.Male_Undies = "กางเกงใน",
    ItemName_Base.Mango = "มะม่วง",
    ItemName_Base.Map = "แผนที่",
    ItemName_Base.MapleSyrup = "น้ำเชื่อมเมเปิ้ล",
    ItemName_Base.MarchRidgeMap = "แผนที่มาร์ชริดจ์",
    ItemName_Base.Margarine = "มาร์การีน",
    ItemName_Base.MariannePic = "รูปภาพของมาเรียนน์ บราวน์",
    ItemName_Base.Marinara = "ซอสมารินารา",
    ItemName_Base.Marshmallows = "มาร์ชแมลโลว์",
    ItemName_Base.Matches = "ไม้ขีด",
    ItemName_Base.Mattress = "เบาะนอน",
    ItemName_Base.MeatCleaver = "มีดสับเนื้อ",
    ItemName_Base.MeatDumpling = "ขนมจีบ",
    ItemName_Base.MeatPatty = "เนื้อบดเบอร์เกอร์",
    ItemName_Base.MeatSteamBun = "ซาลาเปาไส้เนื้อ",
    ItemName_Base.MechanicMag1 = "นิตยสารช่างยนต์ เล่มที่ 1",
    ItemName_Base.MechanicMag2 = "นิตยสารช่างยนต์ เล่มที่ 2",
    ItemName_Base.MechanicMag3 = "นิตยสารช่างยนต์ เล่มที่ 3",
    ItemName_Base.MetalBar = "แท่งเหล็ก",
    ItemName_Base.MetalDrum = "ถังเหล็ก",
    ItemName_Base.MetalPipe = "ท่อเหล็ก",
    ItemName_Base.MetalworkMag1 = "นิตยสารงานเชื่อมเหล็ก เล่มที่ 1",
    ItemName_Base.MetalworkMag2 = "นิตยสารงานเชื่อมเหล็ก เล่มที่ 2",
    ItemName_Base.MetalworkMag3 = "นิตยสารงานเชื่อมเหล็ก เล่มที่ 3",
    ItemName_Base.MetalworkMag4 = "นิตยสารงานเชื่อมเหล็ก เล่มที่ 4",
    ItemName_Base.Milk = "นม",
    ItemName_Base.Millipede = "กิ้งกือ",
    ItemName_Base.Millipede2 = "กิ้งกือ",
    ItemName_Base.MincedMeat = "เนื้อบด",
    ItemName_Base.MintCandy = "ลูกอม",
    ItemName_Base.Mirror = "กระจก",
    ItemName_Base.MixedVegetables = "ผักรวม",
    ItemName_Base.ModernBrake1 = "เบรกอย่างดี",
    ItemName_Base.ModernBrake2 = "เบรกอย่างดี",
    ItemName_Base.ModernBrake3 = "เบรกอย่างดี",
    ItemName_Base.ModernCarMuffler1 = "ท่อไอเสียอย่างดี",
    ItemName_Base.ModernCarMuffler2 = "ท่อไอเสียอย่างดี",
    ItemName_Base.ModernCarMuffler3 = "ท่อไอเสียอย่างดี",
    ItemName_Base.ModernSuspension1 = "กันสะเทือนอย่างดี",
    ItemName_Base.ModernSuspension2 = "กันสะเทือนอย่างดี",
    ItemName_Base.ModernSuspension3 = "กันสะเทือนอย่างดี",
    ItemName_Base.ModernTire1 = "ยางรถอย่างดี",
    ItemName_Base.ModernTire2 = "ยางรถอย่างดี",
    ItemName_Base.ModernTire3 = "ยางรถอย่างดี",
    ItemName_Base.Modjeska = "ลูกอมคาราเมล",
    ItemName_Base.MoleyMole = "ตุ๊กตาเจ้าตัวตุ่นโมลี",
    ItemName_Base.Molotov = "ระเบิดขวด",
    ItemName_Base.MonarchCaterpillar = "หนอนผีเสื้อ",
    ItemName_Base.Money = "เงิน",
    ItemName_Base.Mop = "ไม้ถูพื้น",
    ItemName_Base.MortarPestle = "โกร่งบดยา",
    ItemName_Base.MotionSensor = "อุปกรณ์ตรวจจับการเคลื่อนไหว",
    ItemName_Base.Mov_AntiqueStove = "เตาโบราณ",
    ItemName_Base.Mov_Lamp1 = "โคมไฟลายแถบ",
    ItemName_Base.Mov_Lamp2 = "โคมไฟสีดำ",
    ItemName_Base.Mov_Lamp3 = "โคมไฟสีแดง",
    ItemName_Base.Mov_Lamp4 = "โคมไฟสีเทา",
    ItemName_Base.Mov_Lamp5 = "โคมไฟสีฟ้า",
    ItemName_Base.Mov_Lamp6 = "โคมไฟสีขาว",
    ItemName_Base.Mov_Microwave = "ไมโครเวฟสีขาว",
    ItemName_Base.Mov_Microwave2 = "ไมโครเวฟ",
    ItemName_Base.Mov_Toaster = "เครื่องปิ้งขนมปัง",
    ItemName_Base.MuffinFruit = "มัฟฟินผลไม้",
    ItemName_Base.MuffinGeneric = "มัฟฟิน",
    ItemName_Base.MuffinTray = "ถาดมัฟฟิน",
    ItemName_Base.Muffintray_Biscuit = "ถาดบิสกิต",
    ItemName_Base.MugRed = "แก้วน้ำ",
    ItemName_Base.MugSpiffo = "แก้วน้ำ",
    ItemName_Base.MugWhite = "แก้วน้ำ",
    ItemName_Base.Mugfull = "เครื่องดื่มร้อน",
    ItemName_Base.Mugl = "แก้วน้ำ",
    ItemName_Base.MuldraughMap = "แผนที่มัลโดรว",
    ItemName_Base.MushroomGeneric1 = "เห็ด",
    ItemName_Base.MushroomGeneric2 = "เห็ด",
    ItemName_Base.MushroomGeneric3 = "เห็ด",
    ItemName_Base.MushroomGeneric4 = "เห็ด",
    ItemName_Base.MushroomGeneric5 = "เห็ด",
    ItemName_Base.MushroomGeneric6 = "เห็ด",
    ItemName_Base.MushroomGeneric7 = "เห็ด",
    ItemName_Base.Mustard = "มัสตาร์ด",
    ItemName_Base.MuttonChop = "เนื้อแกะ",
    ItemName_Base.Nails = "ตะปู",
    ItemName_Base.NailsBox = "ตะปู (บรรจุกล่อง)",
    ItemName_Base.NecklaceLong_Amber = "สร้อยยาวประดับอำพัน",
    ItemName_Base.NecklaceLong_Gold = "สร้อยเงินยาว",
    ItemName_Base.NecklaceLong_GoldDiamond = "สร้อยทองยาวประดับเพชร",
    ItemName_Base.NecklaceLong_Silver = "สร้อยเงินยาว",
    ItemName_Base.NecklaceLong_SilverDiamond = "สร้อยเงินยาวประดับเพชร",
    ItemName_Base.NecklaceLong_SilverEmerald = "สร้อยเงินยาวประดับมรกต",
    ItemName_Base.NecklaceLong_SilverSapphire = "สร้อยเงินยาวสร้อยเงินยาวประดับแซฟไฟร์",
    ItemName_Base.Necklace_Choker = "ปลอกคอ",
    ItemName_Base.Necklace_Choker_Amber = "ปลอกคอประดับอำพัน",
    ItemName_Base.Necklace_Choker_Diamond = "ปลอกคอประดับเพชร",
    ItemName_Base.Necklace_Choker_Sapphire = "ปลอกคอประดับแซฟไฟร์",
    ItemName_Base.Necklace_Crucifix = "สร้อยไม้กางเขน",
    ItemName_Base.Necklace_DogTag = "สร้อยชื่อทหาร",
    ItemName_Base.Necklace_Gold = "สร้อยทอง",
    ItemName_Base.Necklace_GoldDiamond = "สร้อยทองประดับมุก",
    ItemName_Base.Necklace_GoldRuby = "สร้อยทองประดับทับทิม",
    ItemName_Base.Necklace_Pearl = "สร้อยไข่มุก",
    ItemName_Base.Necklace_Silver = "สร้อยเงิน",
    ItemName_Base.Necklace_SilverCrucifix = "สร้อยเงินไม้กางเขน",
    ItemName_Base.Necklace_SilverDiamond = "สร้อยเงินประดับเพชร",
    ItemName_Base.Necklace_SilverSapphire = "สร้อยเงินประดับแซฟไฟร์",
    ItemName_Base.Necklace_YingYang = "สร้อยเงินหยินหยาง",
    ItemName_Base.Necklacepearl = "สร้อยคอไข่มุก",
    ItemName_Base.Needle = "เข็ม",
    ItemName_Base.Nettles = "ตำแย",
    ItemName_Base.Newspaper = "หนังสือพิมพ์",
    ItemName_Base.Nightstick = "กระบองตำรวจ",
    ItemName_Base.NoiseTrap = "เครื่องสร้างเสียง",
    ItemName_Base.NoiseTrapRemote = "เครื่องสร้างเสียง (ควบคุมด้วยรีโมต)",
    ItemName_Base.NoiseTrapSensorV1 = "เครื่องสร้างเสียง (เซ็นเซอร์)",
    ItemName_Base.NoiseTrapSensorV2 = "เครื่องสร้างเสียง (เซ็นเซอร์)",
    ItemName_Base.NoiseTrapSensorV3 = "เครื่องสร้างเสียง (เซ็นเซอร์)",
    ItemName_Base.NoiseTrapTriggered = "เครื่องสร้างเสียง (ตั้งเวลา)",
    ItemName_Base.NoodleSoup = "ก๋วยเตี๋ยว",
    ItemName_Base.NormalBrake1 = "เบรก",
    ItemName_Base.NormalBrake2 = "เบรก",
    ItemName_Base.NormalBrake3 = "เบรก",
    ItemName_Base.NormalCarMuffler1 = "ท่อไอเสีย",
    ItemName_Base.NormalCarMuffler2 = "ท่อไอเสีย",
    ItemName_Base.NormalCarMuffler3 = "ท่อไอเสีย",
    ItemName_Base.NormalCarSeat1 = "เบาะนั่ง",
    ItemName_Base.NormalCarSeat2 = "เบาะนั่ง",
    ItemName_Base.NormalCarSeat3 = "เบาะนั่ง",
    ItemName_Base.NormalGasTank1 = "ถังน้ำมัน",
    ItemName_Base.NormalGasTank2 = "ถังน้ำมัน",
    ItemName_Base.NormalGasTank3 = "ถังน้ำมัน",
    ItemName_Base.NormalSuspension1 = "กันสะเทือน",
    ItemName_Base.NormalSuspension2 = "กันสะเทือน",
    ItemName_Base.NormalSuspension3 = "กันสะเทือน",
    ItemName_Base.NormalTire1 = "ยางรถ",
    ItemName_Base.NormalTire2 = "ยางรถ",
    ItemName_Base.NormalTire3 = "ยางรถ",
    ItemName_Base.NormalTrunk1 = "ท้ายรถ",
    ItemName_Base.NormalTrunk2 = "ท้ายรถ",
    ItemName_Base.NormalTrunk3 = "ท้ายรถ",
    ItemName_Base.NoseRing_Gold = "ห่วงจมูกทอง",
    ItemName_Base.NoseRing_Silver = "ห่วงจมูกเงิน",
    ItemName_Base.NoseStud_Gold = "หมุดจมูกทอง",
    ItemName_Base.NoseStud_Silver = "หมุดจมูกเงิน",
    ItemName_Base.Notebook = "สมุดบันทึก",
    ItemName_Base.Oatmeal = "ชามข้าวโอ๊ต",
    ItemName_Base.OatsRaw = "ข้าวโอ๊ตกระป๋อง",
    ItemName_Base.OilOlive = "น้ำมันมะกอก",
    ItemName_Base.OilVegetable = "น้ำมันพืช",
    ItemName_Base.OldBrake1 = "เบรกเก่า",
    ItemName_Base.OldBrake2 = "เบรกเก่า",
    ItemName_Base.OldBrake3 = "เบรกเก่า",
    ItemName_Base.OldCarMuffler1 = "ท่อไอเสียเก่า",
    ItemName_Base.OldCarMuffler2 = "ท่อไอเสียเก่า",
    ItemName_Base.OldCarMuffler3 = "ท่อไอเสียเก่า",
    ItemName_Base.OldTire1 = "ยางรถเก่า",
    ItemName_Base.OldTire2 = "ยางรถเก่า",
    ItemName_Base.OldTire3 = "ยางรถเก่า",
    ItemName_Base.OmeletteRecipe = "ไข่เจียว",
    ItemName_Base.Onigiri = "ข้าวปั้น",
    ItemName_Base.Onion = "หอมใหญ่",
    ItemName_Base.OnionRings = "หอมใหญ่ทอด",
    ItemName_Base.OpenBeans = "ถั่วเขียวกระป๋อง (เปิดแล้ว)",
    ItemName_Base.Orange = "ส้ม",
    ItemName_Base.Oregano = "ออริกาโน",
    ItemName_Base.OvenMitt = "ถุงมือจับของร้อน",
    ItemName_Base.Oysters = "หอยนางรม",
    ItemName_Base.OystersFried = "หอยนางรมทอด",
    ItemName_Base.Padlock = "แม่กุญแจ",
    ItemName_Base.Painauchocolat = "ขนมปังช็อกโกแลต",
    ItemName_Base.PaintBlack = "สี (สีดำ)",
    ItemName_Base.PaintBlue = "สี (สีน้ำเงิน)",
    ItemName_Base.PaintBrown = "สี (สีน้ำตาล)",
    ItemName_Base.PaintCyan = "สี (สีฟ้าอมเขียว)",
    ItemName_Base.PaintGreen = "สี (สีเขียว)",
    ItemName_Base.PaintGrey = "สี (สีเทา)",
    ItemName_Base.PaintLightBlue = "สี (สีฟ้า)",
    ItemName_Base.PaintLightBrown = "สี (สีน้ำตาล)",
    ItemName_Base.PaintOrange = "สี (สีส้ม)",
    ItemName_Base.PaintPink = "สี (สีชมพู)",
    ItemName_Base.PaintPurple = "สี (สีม่วง)",
    ItemName_Base.PaintRed = "สี (สีแดง)",
    ItemName_Base.PaintTurquoise = "สี (สีเขียวอมฟ้า)",
    ItemName_Base.PaintWhite = "สี (สีขาว)",
    ItemName_Base.PaintYellow = "สี (สีเหลือง)",
    ItemName_Base.Paintbrush = "แปรงทาสี",
    ItemName_Base.PaintbucketEmpty = "กระป๋องสีเปล่า",
    ItemName_Base.Pan = "กระทะ",
    ItemName_Base.PanFriedVegetables = "ผัด",
    ItemName_Base.PanFriedVegetables2 = "อบ",
    ItemName_Base.PancakeHedgehog = "ตุ๊กตาเจ้าเม่นแพนเค้ก",
    ItemName_Base.PancakeMix = "แป้งแพนเค้ก",
    ItemName_Base.Pancakes = "แพนเค้ก",
    ItemName_Base.PancakesCraft = "แพนเค้ก",
    ItemName_Base.PancakesRecipe = "แพนเค้ก",
    ItemName_Base.Panfish = "ปลาแพนฟิช",
    ItemName_Base.PaperBag = "ถุงกระดาษ",
    ItemName_Base.PaperNapkins = "กระดาษเช็ดปาก",
    ItemName_Base.Paperbag_Jays = "ถุงกระดาษ",
    ItemName_Base.Paperbag_Spiffos = "ถุงกระดาษ",
    ItemName_Base.Paperclip = "คลิปหนีบกระดาษ",
    ItemName_Base.PaperclipBox = "คลิปหนีบกระดาษ (บรรจุกล่อง)",
    ItemName_Base.Parsley = "ผักชีฝรั่ง",
    ItemName_Base.Pasta = "พาสต้า",
    ItemName_Base.PastaBowl = "ชามพาสต้า",
    ItemName_Base.PastaPan = "พาสต้า",
    ItemName_Base.PastaPot = "พาสต้า",
    ItemName_Base.Peach = "พีช",
    ItemName_Base.PeanutButter = "เนยถั่ว",
